_id,job_id,title,description,employment_type,hiring_organization,categories,apply_url,create_date,update_date,processed_at,location.street_address,location.city,location.state,location.country_code,location.postal_code,location.latitude,location.longitude
67ec48fdda55405250498848,RC693862,Account Executive / Account Executive Associate,"Field/ Territory Sales; Supply Chain; Domestic/ Local Coverage for EG/ ER; Field Sales; Sales Calls; Customer Acquisition & Retention; Pre-Sales; Customer Proposal Creation; Pricing Proposal; Account Activation; Post-Sales; Competition Monitoring Summary: Field/ Territory Sales; Supply Chain; Domestic/ Local Coverage for EG/ ER; Field Sales; Sales Calls; Customer Acquisition & Retention; Pre-Sales; Customer Proposal Creation; Pricing Proposal; Account Activation; Post-Sales; Competition Monitoring Education: Bachelor’s degree or equivalent Experience: Two (2) years of work experience in commercial or industrial sales What can you expect as a FedEx team member? • Career Mobility and Development: When you join FedEx, you’re joining a team with possibilities that literally span the world—from opportunities for advancement and location transfer, to training and leadership programs. • Attractive Compensation and Benefits Package: We want to keep our employees for a long time, so we offer competitive benefits, opportunities for flexible work arrangements, and programs to support well-being At FedEx Express, we believe that a connected world is a better world. We connect people and possibilities with our diverse portfolio of transportation, e-commerce, and business solutions. Today, our networks reach more than 220 countries and territories, linking more than 99 percent of the world’s GDP. FedEx is consistently recognized as one of the most admired brands in the world and one of the best places to work. Our people are the foundation of our success and the key to our future. At FedEx, we are as diverse as the world we serve. We leverage our diverse talents, experiences and ideas to be more responsive to customer challenges, spark creative solutions, and adapt to change. FedEx is an equal opportunity / affirmative action employer (minorities/females/disability/veterans) committed to a diverse workforce. What can you expect as a FedEx team member? Career Mobility and Development: When you join FedEx, you’re joining a team with possibilities that literally span the world—from opportunities for advancement and location transfer, to training and leadership programs. Total Compensation and Benefits Package: We want to keep our employees for a long time, so we offer competitive benefits, opportunities for flexible work arrangements, and programs to support well-being.",FULL_TIME,,[{'name': 'Sales/Solutions'}],https://fedex.wd1.myworkdayjobs.com/en-us/FXE_APAC_External/job/FXE_APACHKGHKHKGHQDistrict-Headquarter-Office/Account-Executive---Account-Executive-Associate_RC693862-1/apply,2024-02-02T07:07:39+0000,,2025-04-01T20:13:49.950946,"Suite 1901, AIA Kowloon Tower",Hong Kong,,HK,,22.3124864,114.2223381
67ec48fdda55405250498849,RC697275,Freight Handler Part-Time,"Starting Rate of Pay:$19.94 Work Hours: 4:30AM-9:30AM POSITION OVERVIEW: Transport freight across dock area to/from trailers for loading to trailers. ESSENTIAL JOB DUTIES/RESPONSIBILITIES: 1. Perform freight handling using appropriate motorized and manual equipment, including but not limited to: forklift, pallet jack and hand truck 2. Verify documentation matches freight description (e.g. type, weight, hazardous materials), using current electronic or manual system 3. Secure freight inside trailers using appropriate tools and supplies (e.g. pallets, straps, rope) 4. Recoup/repair damaged freight when necessary 5. Verify and complete required documentation and reports 6. Assist customers with freight and freight documentation as needed 7. Perform hostling duties if required 8. Comply with all applicable laws/regulations, as well as company policies/procedures 9. Perform other duties as required Disclaimer: This job description is general in nature and is not designed to contain or to be interpreted as a comprehensive inventory of all duties, responsibilities and qualifications required of employees assigned to the job. QUALIFICATIONS: • High school diploma or equivalent, preferred • Must be at least 18 years of age • Prior experience in warehousing, freight handling and/or fork lift operations preferred • If hostler/yard mule duties required, experience preferred • Ability to count and perform basic math, with or without a calculator • Basic written and verbal communication skills • Ability to lift/carry hand freight of varying weights several times a week, to lift dock plates weighing approximately 100 pounds, and to open trailer doors requiring approximately 75 pounds of lift force, up to several times per day or more • Ability to bend, twist, squat, pushing/pulling freight throughout shift • Ability to work independently and/or as a team member • Previous dock/warehouse experience preferred WORKING CONDITIONS: • Dock environment; exposure to varied weather conditions, exhaust, fumes, dust, noise • Hours may vary due to operational need • Frequent contact with service center personnel; fast-paced, deadline oriented FedEx Freight is an Equal Opportunity Employer, including disabled and veterans. If you have a disability and you need assistance in order to apply for a position with FedEx Freight, please call 800-888-8252 or e-mail at ADAAssistance@freight.fedex.com. FedEx Freight will not discharge or in any other manner discriminate against any employee or applicant for employment because such employee or applicant has inquired about, discussed, or disclosed the compensation of the employee or applicant or another employee or applicant. However, employees who have access to the compensation information of other employees or applicants as a part of their essential job functions cannot disclose the pay of other employees or applicants to individuals who do not otherwise have access to compensation information, unless the disclosure is (a) in response to a formal complaint or charge, (b) in furtherance of an investigation, proceeding, hearing, or action, including an investigation conducted by the employer, or (c) consistent with the contractor’s legal duty to furnish information.",PART_TIME,,[{'name': 'Handler/Dockworker'}],https://fedex.wd1.myworkdayjobs.com/en-us/FXF_External_Career_Site/job/FXF-USUSAFXFEKCEast-Kansas-City-MO/Freight-Handler-Part-Time_RC697275-1/apply,2024-02-02T07:07:37+0000,2024-02-02T07:07:39+0000,2025-04-01T20:13:49.952227,4077 N Norfleet Street,Kansas City,Missouri,US,64161,39.1711921,-94.42785529999999
67ec48fdda5540525049884a,RC697888,Freight Handler Part-Time,"Starting Rate of Pay: $19.94 / hour Work Hours: 4:00am - 9:00am POSITION OVERVIEW: Transport freight across dock area to/from trailers for loading to trailers. ESSENTIAL JOB DUTIES/RESPONSIBILITIES: 1. Perform freight handling using appropriate motorized and manual equipment, including but not limited to: forklift, pallet jack and hand truck 2. Verify documentation matches freight description (e.g. type, weight, hazardous materials), using current electronic or manual system 3. Secure freight inside trailers using appropriate tools and supplies (e.g. pallets, straps, rope) 4. Recoup/repair damaged freight when necessary 5. Verify and complete required documentation and reports 6. Assist customers with freight and freight documentation as needed 7. Perform hostling duties if required 8. Comply with all applicable laws/regulations, as well as company policies/procedures 9. Perform other duties as required Disclaimer: This job description is general in nature and is not designed to contain or to be interpreted as a comprehensive inventory of all duties, responsibilities and qualifications required of employees assigned to the job. QUALIFICATIONS: • High school diploma or equivalent, preferred • Must be at least 18 years of age • Prior experience in warehousing, freight handling and/or fork lift operations preferred • If hostler/yard mule duties required, experience preferred • Ability to count and perform basic math, with or without a calculator • Basic written and verbal communication skills • Ability to lift/carry hand freight of varying weights several times a week, to lift dock plates weighing approximately 100 pounds, and to open trailer doors requiring approximately 75 pounds of lift force, up to several times per day or more • Ability to bend, twist, squat, pushing/pulling freight throughout shift • Ability to work independently and/or as a team member • Previous dock/warehouse experience preferred WORKING CONDITIONS: • Dock environment; exposure to varied weather conditions, exhaust, fumes, dust, noise • Hours may vary due to operational need • Frequent contact with service center personnel; fast-paced, deadline oriented FedEx Freight is an Equal Opportunity Employer, including disabled and veterans. If you have a disability and you need assistance in order to apply for a position with FedEx Freight, please call 800-888-8252 or e-mail at ADAAssistance@freight.fedex.com. FedEx Freight will not discharge or in any other manner discriminate against any employee or applicant for employment because such employee or applicant has inquired about, discussed, or disclosed the compensation of the employee or applicant or another employee or applicant. However, employees who have access to the compensation information of other employees or applicants as a part of their essential job functions cannot disclose the pay of other employees or applicants to individuals who do not otherwise have access to compensation information, unless the disclosure is (a) in response to a formal complaint or charge, (b) in furtherance of an investigation, proceeding, hearing, or action, including an investigation conducted by the employer, or (c) consistent with the contractor’s legal duty to furnish information.",PART_TIME,,[{'name': 'Handler/Dockworker'}],https://fedex.wd1.myworkdayjobs.com/en-us/FXF_External_Career_Site/job/FXF-USUSAFXFSTCSaint-Cloud-MN/Freight-Handler-Part-Time_RC697888-2/apply,2024-02-02T07:07:37+0000,2024-02-02T07:07:39+0000,2025-04-01T20:13:49.953500,416 34th Avenue South,Waite Park,Minnesota,US,56387,45.54597589999999,-94.2630593
67ec48fdda5540525049884b,RC697487,Freight Handler Part-Time,"Starting Rate of Pay:$19.94 an hour Work Hours: 12:00am to 5:30am POSITION OVERVIEW: Transport freight across dock area to/from trailers for loading to trailers. ESSENTIAL JOB DUTIES/RESPONSIBILITIES: 1. Perform freight handling using appropriate motorized and manual equipment, including but not limited to: forklift, pallet jack and hand truck 2. Verify documentation matches freight description (e.g. type, weight, hazardous materials), using current electronic or manual system 3. Secure freight inside trailers using appropriate tools and supplies (e.g. pallets, straps, rope) 4. Recoup/repair damaged freight when necessary 5. Verify and complete required documentation and reports 6. Assist customers with freight and freight documentation as needed 7. Perform hostling duties if required 8. Comply with all applicable laws/regulations, as well as company policies/procedures 9. Perform other duties as required Disclaimer: This job description is general in nature and is not designed to contain or to be interpreted as a comprehensive inventory of all duties, responsibilities and qualifications required of employees assigned to the job. QUALIFICATIONS: • High school diploma or equivalent, preferred • Must be at least 18 years of age • Prior experience in warehousing, freight handling and/or fork lift operations preferred • If hostler/yard mule duties required, experience preferred • Ability to count and perform basic math, with or without a calculator • Basic written and verbal communication skills • Ability to lift/carry hand freight of varying weights several times a week, to lift dock plates weighing approximately 100 pounds, and to open trailer doors requiring approximately 75 pounds of lift force, up to several times per day or more • Ability to bend, twist, squat, pushing/pulling freight throughout shift • Ability to work independently and/or as a team member • Previous dock/warehouse experience preferred WORKING CONDITIONS: • Dock environment; exposure to varied weather conditions, exhaust, fumes, dust, noise • Hours may vary due to operational need • Frequent contact with service center personnel; fast-paced, deadline oriented FedEx Freight is an Equal Opportunity Employer, including disabled and veterans. If you have a disability and you need assistance in order to apply for a position with FedEx Freight, please call 800-888-8252 or e-mail at ADAAssistance@freight.fedex.com. FedEx Freight will not discharge or in any other manner discriminate against any employee or applicant for employment because such employee or applicant has inquired about, discussed, or disclosed the compensation of the employee or applicant or another employee or applicant. However, employees who have access to the compensation information of other employees or applicants as a part of their essential job functions cannot disclose the pay of other employees or applicants to individuals who do not otherwise have access to compensation information, unless the disclosure is (a) in response to a formal complaint or charge, (b) in furtherance of an investigation, proceeding, hearing, or action, including an investigation conducted by the employer, or (c) consistent with the contractor’s legal duty to furnish information.",PART_TIME,,[{'name': 'Handler/Dockworker'}],https://fedex.wd1.myworkdayjobs.com/en-us/FXF_External_Career_Site/job/FXF-USUSAFXFSTLSaint-Louis-MO/Freight-Handler-Part-Time_RC697487-1/apply,2024-02-02T07:07:37+0000,2024-02-02T07:07:39+0000,2025-04-01T20:13:49.954779,3951 New Town Blvd,Saint Charles,Missouri,US,63301,38.8344253,-90.5217547
67ec48fdda5540525049884c,RC696816,Warehouse Package Handler,"MONDAY - FRIDAY 5:00 PM - 9:00 PM Job Duties Provides movement of packages, documents, dangerous goods and/or supply support in a timely, safe and efficient manner, through effective scan/load methods. May occasionally drive DOT-sized vehicles. Performs other duties as assigned. Minimum Education None Minimum Experience None Knowledge, Skills and Abilities Able to lift 50 lbs. without assistance from the ground to chest level and ability to maneuver packages of any weight above 50 lbs. using appropriate equipment and/or assistance from another person. Able to walk and stand for designated work hours. Able to bend and squat for designated work hours. Able to maneuver packages above shoulder level. Ability to maneuver packages in enclosed spaces and stack packages above one’s head if required at location. Able to work in all weather conditions if required at work location. Able to climb stairs and ladders if required at work location. Able to successfully complete all basic and re-currency training. The ability to communicate both timely and effectively, in a noisy operations environment, is required. Requires medical exam in accordance with FMCSA or FAA regulations. Must meet qualifications as outlined in Section 391 of the Federal Motor Carrier Safety Administration (FMCSA) regulations. Refer to Policy 4-48 for exact job requirements. Job Conditions Non-covered safety sensitive position. Medical exam required. Ability to work in a constant state of alertness and in a safe manner. Must possess a valid driver license. MONDAY - FRIDAY 5:00 PM - 9:00 PM $16.50 HR FedEx Express is absolutely, positively your best choice for a career. Are you looking for a company that provides a safe, diverse and rewarding environment where employees have opportunities to grow and succeed? Are you looking for a company that provides benefits, competitive pay and opportunities to develop your skills into a rewarding career? This is who we are and what we do. Come join the team that is recognized consistently among best employers and is the world’s largest express transportation company, providing services to more than 220 countries and territories. Come help us deliver the FedEx Purple Promise by making every customer experience outstanding. We’re excited that your career search has brought you to FedEx. Visit the link below to see more about what it means to join the team at FedEx: https://www.fedex.com/en-us/about/working-at-fedex.htmlFedEx Express is an AA/EEO/Veterans/Disabled Employer FedEx Express prohibits discrimination and harassment against any applicant or employee on the basis of race, color, religion, national origin, citizenship, genetic information, age (except for bona fide occupational qualifications), sex, pregnancy (including childbirth or a related medical condition), disability, sexual orientation, gender identity, gender expression, marital status, military leave or service, status as a disabled veteran or other covered veteran status, participation in EEO protected activity, any other status protected by federal, state, or local law, or association with a person on the basis of one or more of the foregoing. LEARN MORE",PART_TIME,,[{'name': 'Operations'}],https://fedex.wd1.myworkdayjobs.com/en-us/FXE-US_External_Career_Site/job/FXE-USUSACPSA631032735-Chouteau/Warehouse-Package-Handler_RC696816/apply,2024-02-02T07:07:41+0000,2024-02-02T07:07:43+0000,2025-04-01T20:13:49.956065,2735 Chouteau,St. Louis,Missouri,US,63103,38.62336550000001,-90.22161899999999
67ec48fdda5540525049884d,RC697227,Freight Handler Part-Time,"Starting Rate of Pay: $19.94 / hour Work Hours: 4:00am - 10:00am POSITION OVERVIEW: Transport freight across dock area to/from trailers for loading to trailers. ESSENTIAL JOB DUTIES/RESPONSIBILITIES: 1. Perform freight handling using appropriate motorized and manual equipment, including but not limited to: forklift, pallet jack and hand truck 2. Verify documentation matches freight description (e.g. type, weight, hazardous materials), using current electronic or manual system 3. Secure freight inside trailers using appropriate tools and supplies (e.g. pallets, straps, rope) 4. Recoup/repair damaged freight when necessary 5. Verify and complete required documentation and reports 6. Assist customers with freight and freight documentation as needed 7. Perform hostling duties if required 8. Comply with all applicable laws/regulations, as well as company policies/procedures 9. Perform other duties as required Disclaimer: This job description is general in nature and is not designed to contain or to be interpreted as a comprehensive inventory of all duties, responsibilities and qualifications required of employees assigned to the job. QUALIFICATIONS: • High school diploma or equivalent, preferred • Must be at least 18 years of age • Prior experience in warehousing, freight handling and/or fork lift operations preferred • If hostler/yard mule duties required, experience preferred • Ability to count and perform basic math, with or without a calculator • Basic written and verbal communication skills • Ability to lift/carry hand freight of varying weights several times a week, to lift dock plates weighing approximately 100 pounds, and to open trailer doors requiring approximately 75 pounds of lift force, up to several times per day or more • Ability to bend, twist, squat, pushing/pulling freight throughout shift • Ability to work independently and/or as a team member • Previous dock/warehouse experience preferred WORKING CONDITIONS: • Dock environment; exposure to varied weather conditions, exhaust, fumes, dust, noise • Hours may vary due to operational need • Frequent contact with service center personnel; fast-paced, deadline oriented FedEx Freight is an Equal Opportunity Employer, including disabled and veterans. If you have a disability and you need assistance in order to apply for a position with FedEx Freight, please call 800-888-8252 or e-mail at ADAAssistance@freight.fedex.com. FedEx Freight will not discharge or in any other manner discriminate against any employee or applicant for employment because such employee or applicant has inquired about, discussed, or disclosed the compensation of the employee or applicant or another employee or applicant. However, employees who have access to the compensation information of other employees or applicants as a part of their essential job functions cannot disclose the pay of other employees or applicants to individuals who do not otherwise have access to compensation information, unless the disclosure is (a) in response to a formal complaint or charge, (b) in furtherance of an investigation, proceeding, hearing, or action, including an investigation conducted by the employer, or (c) consistent with the contractor’s legal duty to furnish information.",PART_TIME,,[{'name': 'Handler/Dockworker'}],https://fedex.wd1.myworkdayjobs.com/en-us/FXF_External_Career_Site/job/FXF-USUSAFXFSFLSioux-Falls-SD/Freight-Handler-Part-Time_RC697227-1/apply,2024-02-02T07:07:37+0000,2024-02-02T07:07:39+0000,2025-04-01T20:13:49.957310,2901 West 7th Street,Sioux Falls,South Dakota,US,57104,43.55034029999999,-96.7645845
67ec48fdda5540525049884e,RC697191,Warehouse Material Handler,"Shift: Sunday - Thursday 05:00pm - 11:00pm Guaranteed Hours Job Duties Provides safe and efficient operation of equipment used for the movement of packages/documents/heavyweight, dangerous goods and ULDs. Assists in the buildup/breakdown of pallets containing heavyweight freight. Serves as liaison between company and ULD repair vendor, as required. Performs other duties as assigned. Minimum Education None Minimum Experience None Knowledge, Skills and Abilities Able to lift 50 lbs. without assistance from the ground to chest level and to maneuver packages of any weight above 50 lbs. using appropriate equipment and/or assistance from another person. Able to walk and stand for designated work hours. Able to bend and squat for designated work hours. Able to maneuver packages above shoulder level. Ability to maneuver packages in enclosed spaces and stack packages above one’s head if required at location. Able to work in all weather conditions if required at work location. Able to climb stairs and ladders if required at work location. Able to successfully complete all basic and re-currency training. The ability to communicate both timely and effectively, in a noisy operations environment, is required. Job Conditions Non-covered safety sensitive position. Medical exam required. Ability to work in a constant state of alertness and in a safe manner. Since operating motorized conveyances is required in this job, employee must possess a valid driver's license. Shift - Sunday - Thursday 05:00pm - 11:00pm FedEx Express is absolutely, positively your best choice for a career. Are you looking for a company that provides a safe, diverse and rewarding environment where employees have opportunities to grow and succeed? Are you looking for a company that provides benefits, competitive pay and opportunities to develop your skills into a rewarding career? This is who we are and what we do. Come join the team that is recognized consistently among best employers and is the world’s largest express transportation company, providing services to more than 220 countries and territories. Come help us deliver the FedEx Purple Promise by making every customer experience outstanding. We’re excited that your career search has brought you to FedEx. Visit the link below to see more about what it means to join the team at FedEx: https://www.fedex.com/en-us/about/working-at-fedex.htmlFedEx Express is an AA/EEO/Veterans/Disabled Employer FedEx Express prohibits discrimination and harassment against any applicant or employee on the basis of race, color, religion, national origin, citizenship, genetic information, age (except for bona fide occupational qualifications), sex, pregnancy (including childbirth or a related medical condition), disability, sexual orientation, gender identity, gender expression, marital status, military leave or service, status as a disabled veteran or other covered veteran status, participation in EEO protected activity, any other status protected by federal, state, or local law, or association with a person on the basis of one or more of the foregoing. LEARN MORE",PART_TIME,,[{'name': 'Operations'}],https://fedex.wd1.myworkdayjobs.com/en-us/FXE-US_External_Career_Site/job/FXE-USUSALCKRT432177066-Cargo-Road/Warehouse-Material-Handler_RC697191/apply,2024-02-02T07:07:41+0000,,2025-04-01T20:13:49.958554,7066 Cargo Road,Columbus,Ohio,US,43217,39.8232964,-82.9257851
67ec48fdda5540525049884f,RC696320,Sr Global Vehicle Technician/DOT (Mechanic),"Provides timely, quality maintenance for FedEx vehicle fleet and ground support equipment which requires preventative maintenance, troubleshooting, repairs, modifications, and documentation. Document work with appropriate repair orders and parts ordering using FedEx computer systems. Ensures work is in accordance with OSHA and DOT standards. Guides and supports a staff of technicians and trainees. Performs other duties as assigned. Minimum Education High school diploma/GED. Vocational training from an accredited automotive-related vocational school preferred. ASE Master certification preferred. Minimum Experience Four (4) years fleet, automotive or truck vehicle advanced technical repair and maintenance experience. Knowledge, Skills, and Abilities Knowledge of the use and operation of all equipment and testing equipment, gauges and tools normally associated with the troubleshooting and repair of hydraulic, gasoline, diesel, electric, and/or hybrid motorized equipment. Proficient skills in operating a personal computer. Demonstration of teamwork and interpersonal skills. Job Conditions Possession of basic set of automotive hand tools including metric sizes. Must be able to lift 50 pounds and maneuver any weight above 50 pounds with assistance on a regular basis. Ability to work without supervision for extended time periods. Must be able to work in noisy, non air-conditioned/heated work area. Ability to work in a constant state of alertness and in a safe manner. Must be willing to work any shift. Must possess a valid driver's license in state of residence. Must meet qualifications as outlined in section 391 of the federal motor carrier safety regulations. Medical exam required. Non-Covered Safety Sensitive position. Additional Information Colorado, Nevada, New York, Connecticut, California, Rhode Island, Washington, Hawaii, Illinois or New Jersey Residents Only - Compensation: Hourly: $31.24 - $41.11The estimate displayed represents the typical salary range or starting rate of candidates hired in Colorado and/or Nevada and/or New York and/or California and/or Connecticut and/or Rhode Island and/or Washington and/or Hawaii and/o Illinois and/or New Jersey. Factors that may be used to determine your actual salary may include your specific skills, your work location, how many years of experience you have, and comparison to other employees already in this role. This information is provided to applicants in accordance to the Colorado Equal Pay for Equal Work Act, the Nevada Pay Transparency Law, the New York City Pay Transparency Law, Washington Equal Pay and Opportunity Act, Connecticut Pay Transparency Law, the California Equal Pay Act, the Rhode Island Pay Equity Act., Hawaii Pay Transparency Law, Illinois Pay Transparency Law and New Jersey Pay Transparency Law. To be eligible for consideration, you must APPLY and UPLOAD your resume. Pay range: 31.24 - 41.11 FedEx Express is absolutely, positively your best choice for a career. Are you looking for a company that provides a safe, diverse and rewarding environment where employees have opportunities to grow and succeed? Are you looking for a company that provides benefits, competitive pay and opportunities to develop your skills into a rewarding career? This is who we are and what we do. Come join the team that is recognized consistently among best employers and is the world’s largest express transportation company, providing services to more than 220 countries and territories. Come help us deliver the FedEx Purple Promise by making every customer experience outstanding. We’re excited that your career search has brought you to FedEx. Visit the link below to see more about what it means to join the team at FedEx: https://www.fedex.com/en-us/about/working-at-fedex.htmlFedEx Express is an AA/EEO/Veterans/Disabled Employer FedEx Express prohibits discrimination and harassment against any applicant or employee on the basis of race, color, religion, national origin, citizenship, genetic information, age (except for bona fide occupational qualifications), sex, pregnancy (including childbirth or a related medical condition), disability, sexual orientation, gender identity, gender expression, marital status, military leave or service, status as a disabled veteran or other covered veteran status, participation in EEO protected activity, any other status protected by federal, state, or local law, or association with a person on the basis of one or more of the foregoing. LEARN MORE",FULL_TIME,,[{'name': 'Operations'}],https://fedex.wd1.myworkdayjobs.com/en-us/FXE-US_External_Career_Site/job/FXE-USUSAJOTA6047317170-Westview-Drive/Sr-Global-Vehicle-Technician-DOT--Mechanic-_RC696320/apply,2024-02-02T07:07:41+0000,2024-02-02T07:07:43+0000,2025-04-01T20:13:49.959862,17170 Westview Drive,South Holland,Illinois,US,60473,41.5842791,-87.6294688
67ec48fdda55405250498850,RC697562,Delivery Driver /DOT,"Shift: Tuesday-Saturday 7am-11am Approx. Guaranteed Hours Job Duties Driver / operator of company vehicles. Provides courteous and efficient delivery and pick-up of packages. Checks shipments for conformance to FedEx features of service and provides related customer service functions. Performs other duties as assigned. Minimum Education High school diploma/GED. Must be licensed for type of vehicle assigned. Knowledge, Skills and Abilities Ability to lift 50 lbs. Ability to maneuver packages of any weight above 50 lbs. with appropriate equipment and/or assistance from another person. Good human relations and verbal communication skills. Neat appearance since customer contact is required. Must meet qualifications as outlined in section 391 of the Federal Motor Carrier safety regulations. Requires medical exam in accordance with FHWA or FAA regulations. Non-covered safety-sensitive position. Medical exam required. Ability to work in a constant state of alertness and in a safe manner. Part-time. Tuesday-Saturday 7am-11am Approx. Full Benefits. $20.22/ hour. FedEx Express is absolutely, positively your best choice for a career. Are you looking for a company that provides a safe, diverse and rewarding environment where employees have opportunities to grow and succeed? Are you looking for a company that provides benefits, competitive pay and opportunities to develop your skills into a rewarding career? This is who we are and what we do. Come join the team that is recognized consistently among best employers and is the world’s largest express transportation company, providing services to more than 220 countries and territories. Come help us deliver the FedEx Purple Promise by making every customer experience outstanding. We’re excited that your career search has brought you to FedEx. Visit the link below to see more about what it means to join the team at FedEx: https://www.fedex.com/en-us/about/working-at-fedex.htmlFedEx Express is an AA/EEO/Veterans/Disabled Employer FedEx Express prohibits discrimination and harassment against any applicant or employee on the basis of race, color, religion, national origin, citizenship, genetic information, age (except for bona fide occupational qualifications), sex, pregnancy (including childbirth or a related medical condition), disability, sexual orientation, gender identity, gender expression, marital status, military leave or service, status as a disabled veteran or other covered veteran status, participation in EEO protected activity, any other status protected by federal, state, or local law, or association with a person on the basis of one or more of the foregoing. LEARN MORE",PART_TIME,,[{'name': 'Driving Positions'}],https://fedex.wd1.myworkdayjobs.com/en-us/FXE-US_External_Career_Site/job/FXE-USUSAMAFA797113600-S-County-Rd-1276/Delivery-Driver--DOT_RC697562/apply,2024-02-02T07:07:37+0000,2024-02-02T07:07:39+0000,2025-04-01T20:13:49.961155,3600 S County Rd 1276,Midland,Texas,US,79706,31.9236026,-102.2118342
67ec48fdda55405250498851,RC696970,Product Owner,"The Business Product Advisor is responsible for working with cross-functional teams to enhance our current product capabilities, define and design solutions to improve capabilities and execute through implementation. The Product Advisor will also design, build and roll out new products consistent with the company’s vision 1. Bachelor’s Degree in related field preferred and 8 years product management/consultancy experience working with operational systems. 2. Proven track record of managing a successful product through its lifecycle, preferably with hardware/software 3. Strong understanding of logistics systems, including the ability to translate technical capabilities into business features 4. Proven ability within logistics, operations, and project management. 5. Strong problem solving and analytical skills 6. Skilled at working effectively with cross functional teams; strongly collaborative 7. Technical background or orientation 8. Ability to think both strategically and tactically within a dynamic, fast-paced environment Additional Information Posting Date: 2024-02-02 FedEx Logistics provides freight forwarding, as well as import and export services that allow companies to reach markets throughout the world. They help customers of all sizes solve the intricacies of shipping goods globally by providing comprehensive international ocean and air freight forwarding, surface transportation and distribution, customs brokerage, trade and customs advisory services, and advanced e-commerce and trade facilitation solutions. We're glad you stopped by and hope your job search experience with FedEx Logistics, Inc. will be rewarding. We look forward to hearing from you!",FULL_TIME,,[{'name': 'Information Technology'}],https://fedex.wd1.myworkdayjobs.com/en-us/FTN_APAC_External/job/FTN-APACINDHYDHYDHyderabad/Product-Owner_RC696970-1/apply,2024-02-02T00:37:43+0000,,2025-04-01T20:13:49.962417,"Unit No. 7-03, 7th FL, SLN Terminal",Hyderabad,,IN,500032,17.4523613,78.3629784
67ec48fdda55405250498852,RC697871,Freight Handler Part-Time,"Starting Rate of Pay: $19.00 / hour POSITION OVERVIEW: Transport freight across dock area to/from trailers for loading to trailers. ESSENTIAL JOB DUTIES/RESPONSIBILITIES: 1. Perform freight handling using appropriate motorized and manual equipment, including but not limited to: forklift, pallet jack and hand truck 2. Verify documentation matches freight description (e.g. type, weight, hazardous materials), using current electronic or manual system 3. Secure freight inside trailers using appropriate tools and supplies (e.g. pallets, straps, rope) 4. Recoup/repair damaged freight when necessary 5. Verify and complete required documentation and reports 6. Assist customers with freight and freight documentation as needed 7. Perform hostling duties if required 8. Comply with all applicable laws/regulations, as well as company policies/procedures 9. Perform other duties as required Disclaimer: This job description is general in nature and is not designed to contain or to be interpreted as a comprehensive inventory of all duties, responsibilities and qualifications required of employees assigned to the job. QUALIFICATIONS: • High school diploma or equivalent, preferred • Must be at least 18 years of age • Prior experience in warehousing, freight handling and/or fork lift operations preferred • If hostler/yard mule duties required, experience preferred • Ability to count and perform basic math, with or without a calculator • Basic written and verbal communication skills • Ability to lift/carry hand freight of varying weights several times a week, to lift dock plates weighing approximately 100 pounds, and to open trailer doors requiring approximately 75 pounds of lift force, up to several times per day or more • Ability to bend, twist, squat, pushing/pulling freight throughout shift • Ability to work independently and/or as a team member • Previous dock/warehouse experience preferred WORKING CONDITIONS: • Dock environment; exposure to varied weather conditions, exhaust, fumes, dust, noise • Hours may vary due to operational need • Frequent contact with service center personnel; fast-paced, deadline oriented FedEx Freight is an Equal Opportunity Employer, including disabled and veterans. If you have a disability and you need assistance in order to apply for a position with FedEx Freight, please call 800-888-8252 or e-mail at ADAAssistance@freight.fedex.com. FedEx Freight will not discharge or in any other manner discriminate against any employee or applicant for employment because such employee or applicant has inquired about, discussed, or disclosed the compensation of the employee or applicant or another employee or applicant. However, employees who have access to the compensation information of other employees or applicants as a part of their essential job functions cannot disclose the pay of other employees or applicants to individuals who do not otherwise have access to compensation information, unless the disclosure is (a) in response to a formal complaint or charge, (b) in furtherance of an investigation, proceeding, hearing, or action, including an investigation conducted by the employer, or (c) consistent with the contractor’s legal duty to furnish information.",PART_TIME,,[{'name': 'Handler/Dockworker'}],https://fedex.wd1.myworkdayjobs.com/en-us/FXF_External_Career_Site/job/FXF-USUSAFXFGRIGrand-Island/Freight-Handler-Part-Time_RC697871-1/apply,2024-02-02T07:07:37+0000,2024-02-02T07:07:39+0000,2025-04-01T20:13:49.963663,3391 W Cougar Dr,Grand Island,Nebraska,US,68803-9600,40.8562321,-98.3812076
